,sample,date,time,n_iter,df,cnc_uranine,cnc_SrB,area1,area2,area3,area4
211,3_4_20_CorrectionData.txt,2024-11-25 00:15:00,150.25,15,1,0.2216572539927537,0.12751926953796747,8972.88819964465,7771.2839174064475,3670.244409342484,2266.15682505039
212,3_3_21_CorrectionData.txt,2024-11-25 02:30:00,152.5,15,1,0.20726401100996167,0.10517665433468844,8390.236570661036,7040.522354387074,3166.561559362376,1869.104127714241
213,3_4_21_CorrectionData.txt,2024-11-25 03:15:00,153.25,15,1,0.2600103284196171,0.08045738869120336,10525.455700801846,7485.890249050728,2946.045015256809,1429.8157538772293
214,3_3_22_CorrectionData.txt,2024-11-25 05:30:00,155.5,15,1,0.20468454392487878,0.14628300348864037,8285.817385851191,7272.977486851592,3241.567334428866,2599.608890058391
215,3_4_22_CorrectionData.txt,2024-11-25 06:15:00,156.25,15,1,0.24013005759508724,0.07975791657418362,9720.684170550032,8428.807663094636,3779.2805785796663,1417.3853696877654
216,3_3_23_CorrectionData.txt,2024-11-25 08:30:00,158.5,15,1,0.28824152487215843,0.11994339583186081,11668.280331838461,8336.255443899327,3414.961877553047,2131.525267270789
217,3_4_23_CorrectionData.txt,2024-11-25 09:15:00,159.25,15,1,0.21359501310495005,0.1682022476292838,8646.521320953503,7550.660741113157,3364.442550345359,2989.137820777959
218,3_3_24_CorrectionData.txt,2024-11-25 11:30:00,161.5,15,1,0.19039141785842123,0.073810053475443,7707.218581131076,6059.626996436423,2190.263719157652,1311.685340158791
219,3_4_24_CorrectionData.txt,2024-11-25 12:15:00,162.25,15,1,0.19700742293338294,0.09264786921025937,7975.040512498384,6633.838419167861,3049.862630767163,1646.4539194579802
220,4_1_1_CorrectionData.txt,2024-11-25 13:00:00,163.0,15,1,0.2432352739667358,0.08186393445137247,9846.386166927825,9330.100209132688,3925.8381788234724,1454.811609685546
221,4_2_1_CorrectionData.txt,2024-11-25 14:45:00,164.75,15,1,0.2622854980067744,0.17216010811970175,10617.55664481815,9198.171354944065,3950.9563444539954,3059.473328465975
222,4_3_1_CorrectionData.txt,2024-11-25 16:30:00,166.5,15,1,0.2052544543716219,0.14688196191504038,8308.887881539109,6819.183770152063,2836.36617865642,2610.2530360829546
223,4_4_1_CorrectionData.txt,2024-11-25 18:15:00,168.25,15,1,0.26116677221157325,0.18264000204504335,10572.269602298322,9188.012375758311,4230.9629640320345,3245.712500245782
224,4_1_2_CorrectionData.txt,2024-11-25 20:00:00,170.0,15,1,0.25751838721580406,0.0648948265049839,10424.579643649964,8703.470620431752,2002.4179434312648,1153.2520106770542
225,4_2_2_CorrectionData.txt,2024-11-25 21:45:00,171.75,15,1,0.2942138810155848,0.1574442186221449,11910.046766268702,9149.172119870113,3935.877030013557,2797.9558845345177
226,4_3_2_CorrectionData.txt,2024-11-25 23:30:00,173.5,15,1,0.22190692241940113,0.13568941670101126,8982.995005710929,7362.002646251166,3184.7425277653547,2411.349271825543
227,4_4_2_CorrectionData.txt,2024-11-26 01:15:00,175.25,15,1,0.19581979481191628,0.1668701714050589,7926.964240846011,7173.831016130036,3103.5813339539195,2965.4653700342237
228,4_1_3_CorrectionData.txt,2024-11-26 03:00:00,177.0,15,1,0.2277105179490383,0.09316232125116898,9217.92985627573,8748.92045631801,3238.206655710368,1655.5962946291404
229,4_2_3_CorrectionData.txt,2024-11-26 04:45:00,178.75,15,1,0.21672176940218232,0.1380945685382131,8773.095273202849,7268.036554136248,3048.5222968555963,2454.0914493090386
230,4_3_3_CorrectionData.txt,2024-11-26 06:30:00,180.5,15,1,0.22481236763013074,0.157787139728342,9100.61008293697,7715.669739661298,3445.521377237643,2804.0499674764765
231,4_4_3_CorrectionData.txt,2024-11-26 08:15:00,182.25,15,1,0.22292058999831502,0.13518460859986303,9024.02919562964,8537.707004606764,3723.286100070344,2402.3782800067956
232,4_1_4_CorrectionData.txt,2024-11-26 10:00:00,184.0,15,1,0.2272740646390842,0.1801124433150999,9200.261827442751,8745.930413441076,4047.4254399832216,3200.7950184618103
233,4_2_4_CorrectionData.txt,2024-11-26 11:45:00,185.75,15,1,0.26512509530543243,0.1306486483430319,10732.506138389448,8864.506839809175,3675.7013334736266,2321.7693074850804
234,4_3_4_CorrectionData.txt,2024-11-26 13:30:00,187.5,15,1,0.2524801538506678,0.1687714097187554,10220.627352918415,8437.75556037494,3885.8524821372766,2999.2524533216465
